"120379","오이보트카나페","상큼하고 아삭한 오이에 고소한 참치샐러드의 조화. 영양 간식, 손님접대로 딱!","3020009","퓨전","3010010","도시락/간식","30분","0Kcal","3인분","보통"," ","5,000원","http://file.okdab.com/recipe/148066186717500109.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=120379
"120360","가지두부스테이크","두부와 만난 가지의 고급진 변신!  가지두부스테이크","3020009","퓨전","3010004","구이","30분","0Kcal","1인분","초보환영"," ","5,000원","http://file.okdab.com/recipe/148056032967500000.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=120360
"120344","깻잎장아찌","비타민C 비타민A 철분 칼슘 엽산 베타카로틴 등등 영양이 1장에 다 들어있는 깻잎!영양으로 가득담은 깻잎장아찌 밑반찬으로 딱!","3020001","한식","3010008","밑반찬/김치","10분","0Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/148004075369400004.png",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=120344
"91023","고추장아찌","비타민이 풍부한 고추로 만든 새콤·달콤·아삭 고추장아찌!","3020001","한식","3010008","밑반찬/김치","30분","0Kcal","2인분","초보환영"," ","2,000원","http://file.okdab.com/recipe/147986666497300014.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=91023
"91010","민트라임모히또","민트와 라임의 만남! 상큼한 민트라임모히또","3020002","서양","3010015","음료","20분","0Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/147978355895400818.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=91010
"90997","어린잎샌드위치","부드러운 어린잎으로 만든 영양 간식 샌드위치.","3020002","서양","3010010","도시락/간식","20분","0Kcal","3인분","보통"," ","10,000원","http://file.okdab.com/recipe/147969190762100715.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90997
"90980","호박무침","새콤하게 무친 호박 비빔밥 용으로도 좋아요.","3020001","한식","3010007","나물/생채/샐러드","30분","0Kcal","2인분","초보환영"," ","2,000원","http://file.okdab.com/recipe/147936561431200472.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90980
"90960","가지무침과 호박잎쌈밥","가지무침과 호박잎쌈밥으로 건강한 한 끼 식사 완성","3020001","한식","3010001","밥","30분","0Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/147799091155300006.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90960
"90941","상추 치커리 오징어 초침무","졸깃한 오징어와 아삭하고 향긋한 상추와 치커리의 만남","3020001","한식","3010007","나물/생채/샐러드","30분","0Kcal","4인분","초보환영"," ","5,000원","http://file.okdab.com/recipe/147790356219600002.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90941
"90920","가지그라탕","폴리페놀 성분이 풍부한 가지로 만든 건강 간식 가지그라탕","3020006","이탈리아","3010019","그라탕/리조또","30분","0Kcal","2인분","보통"," ","5,000원","http://file.okdab.com/recipe/147738563569500206.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90920
"90904","매운가지볶음","입맛을 살려주는 매콤한 가지볶음","3020001","한식","3010022","볶음","20분","0Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/147729991660000012.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90904
"90894","고구마잎무침","항산화물질이 풍부한 고구마잎무침","3020001","한식","3010007","나물/생채/샐러드","10분","0Kcal","1인분","초보환영"," ","2,000원","http://file.okdab.com/recipe/147686756652700036.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90894
"90881","닭가슴살 호박말이","단백하고 고소한 닭가슴살을 비타민이 풍부한 호박으로 말아요.","3020009","퓨전","3010007","나물/생채/샐러드","30분","0Kcal","2인분","초보환영"," ","5,000원","http://file.okdab.com/recipe/147686495891600030.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90881
"90868","토마토미니새송이볶음","토마토와 미니새송이로 만든 간단 반찬","3020001","한식","3010022","볶음","30분","0Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/147676766735700024.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90868
"90846","오이동치미","알록달록 파프리카로 속을 채운 시원하고 아삭한 오이동치미","3020001","한식","3010008","밑반찬/김치","60분","0Kcal","4인분","보통"," ","5,000원","http://file.okdab.com/recipe/147522432389801632.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90846
"90834","돛나물 부추 오이무침","시원하고 아삭한 오이 부추와 돛나물을 만나 영양을 더하다!","3020001","한식","3010008","밑반찬/김치","10분","0Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/147521990367001612.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90834
"90818","가지말이구이","보기도 좋고 맛도 좋은 영양만점 가지말이구이","3020009","퓨전","3010007","나물/생채/샐러드","30분","0Kcal","2인분","초보환영"," ","5,000원","http://file.okdab.com/recipe/147521219349301578.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90818
"90799","바질페스토 스파게티","바질의향이 솔솔 바질페이스토 스파게티","3020006","이탈리아","3010009","양식","30분","0Kcal","2인분","초보환영"," ","5,000원","http://file.okdab.com/recipe/147433913098400906.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=90799
"73712","시금치들깨수제비","영양가득한 시금치와 들깨로 만든 고소한 들깨수제비","3020001","한식","3010016","만두/면류","30분","323Kcal","4인분","보통"," ","10,000원","http://file.okdab.com/recipe/147139850208600755.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=73712
"73699","단호박옥수수치즈구이","달콤한 단호박과 톡톡터지는 옥수수, 고소한 치즈의 만남","3020002","서양","3010018","부침","30분","0Kcal","2인분","초보환영"," ","5,000원","http://file.okdab.com/recipe/147133786062900726.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=73699
"73679","감동젓무김치","겨울무와 젓갈로 만드는 감칠맛, 감동젓무김치(자하젓섞박지)","3020001","한식","3010008","밑반찬/김치","30분","350Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/142362278536100063.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=73679
"62330","보쌈김치","모양부터 맛까지 고급스러운 보쌈김치","3020001","한식","3010008","밑반찬/김치","30분","250Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/142362203931100058.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=62330
"39692","시래기돼지갈비찜","겨울철 보양식","3020001","한식","3010006","찜","30분","350Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/142362140251300052.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=39692
"39665","흑임자삼계죽","겨울 보양식","3020001","한식","3010001","밥","20분","300Kcal","2인분","초보환영"," ","3,000원","http://file.okdab.com/recipe/142362150342300057.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=39665
"5836","한우토마토스튜","이국적인 향미의 영양식 한우토마토스튜","3020001","한식","3010017","찌개/전골/스튜","30분","400Kcal","2인분","초보환영"," ","10,000원","http://file.okdab.com/recipe/142361932749200037.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=5836
"531","시금치표고된장무른밥","칼슘이 부족하고, 철도 부족한 빈혈이 있는 아이에게 추천하는 건강 요리입니다.","3020001","한식","3010001","밥","50분","Kcal","2인분","초보환영","곡류"," ","http://file.okdab.com/UserFiles/searching/recipe/173600531.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=531
"516","시금치배미음죽","기관지에 좋은 배와 비타민이 풍부한 죽을 통해 아기의 변기가 싹 나았습니다","3020001","한식","3010001","밥","40분","Kcal","2인분","초보환영","곡류"," ","http://file.okdab.com/UserFiles/searching/recipe/173600516.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=516
"500","쌀샐러드","낙지와 야채를 곁들인 쌀 샐러드로 이탈리아에서 즐겨먹는 쌀요리.","3020006","이탈리아","3010007","나물/생채/샐러드","40분","426Kcal","2인분","초보환영","곡류"," ","http://file.okdab.com/UserFiles/searching/recipe/173600.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=500
"499","까르보나라 (한국식)","전통식과는 다르게 생크림을 넣어 소스가 많은 한국식 까르보나라","3020006","이탈리아","3010016","만두/면류","30분","652Kcal","1인분","초보환영","밀가루"," ","http://file.okdab.com/UserFiles/searching/recipe/172900.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=499
"498","송어샐러드","신선한 채소와 송어에 상큼한 파인애플 드레싱을 얹은 요리","3020001","한식","3010007","나물/생채/샐러드","30분","113Kcal","4인분","초보환영","어류/패류"," ","http://file.okdab.com/UserFiles/searching/recipe/168300.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=498
"497","잉어찜","잉어에 고명을 얹어 찐요리입니다. 특별한날 드셔보세요.","3020001","한식","3010006","찜","30분","138Kcal","4인분","보통","어류/패류"," ","http://file.okdab.com/UserFiles/searching/recipe/168000.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=497
"496","메기매운탕","메기와 각종 채소를 넣어 얼큰하게 끓인 탕 요리","3020001","한식","3010017","찌개/전골/스튜","60분","169Kcal","4인분","보통","어류/패류"," ","http://file.okdab.com/UserFiles/searching/recipe/167000.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=496
"495","비빔냉면","더운 여름, 시원하고 새콤달콤한 비빔냉면을 비벼비벼~","3020001","한식","3010016","만두/면류","50분","630Kcal","4인분","보통","밀가루","10,000원","http://file.okdab.com/UserFiles/searching/recipe/166300.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=495
"494","미소된장국","단백한 국물맛이 좋은 미소된장국으로 속을 가볍게 달래보세요~","3020003","일본","3010002","국","30분","56Kcal","2인분","초보환영","콩류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/163900.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=494
"493","꽁치김치찌개","김치찌개가 지겨우시다구요? 꽁치를 넣어 칼칼하고 시원한 꽁치김치찌개! 추운 날 밥반찬으로 그만이지요~","3020001","한식","3010017","찌개/전골/스튜","60분","423Kcal","4인분","보통","채소류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/163700.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=493
"492","떡만두국","따끈한 국물이 생각날 때! 쫄깃한 떡과 속살 탱탱한 만두가 들어간 떡만두국 어떠세요~","3020001","한식","3010016","만두/면류","30분","425Kcal","2인분","보통","가공식품류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/163500.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=492
"491","채소피클","새콤 달콤 아삭한 피클을 집에서 즐겨보세요~ 발효초가 들어가 건강까지 살아있어요~","3020002","서양","3010008","밑반찬/김치","20분","37Kcal","2인분","초보환영","채소류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/162800.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=491
"490","발효초요구르트","발효초를 넣어 더욱 개운한 요구르트 한 잔이면 하루가 상쾌해요~","3020002","서양","3010015","음료","10분","142Kcal","4인분","초보환영","밀가루","3,000원","http://file.okdab.com/UserFiles/searching/recipe/162600.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=490
"489","쫄면","쫄깃하고 새콤달콤한 쫄면~ 차고 매콤한 맛이 자꾸자꾸 땡겨요!","3020001","한식","3010016","만두/면류","40분","267Kcal","4인분","보통","밀가루","5,000원","http://file.okdab.com/UserFiles/searching/recipe/162500.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=489
"488","김치우동","칼칼한 국물이 땡기는 날~ 김치우동으로 시원함을 달래보세요!","3020003","일본","3010016","만두/면류","30분","293Kcal","2인분","초보환영","밀가루","5,000원","http://file.okdab.com/UserFiles/searching/recipe/161700.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=488
"487","해물순두부찌개","부드럽게 넘어가는 맛이 최고!! 시원하고 개운한 국물맛이 단백하게 입맛을 살려주는 순두부찌개!!","3020001","한식","3010017","찌개/전골/스튜","30분","165Kcal","4인분","보통","콩류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/160800.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=487
"486","해물매운탕","매콤하면서 시원한 해물탕으로 개운하게 속풀이 하세요!","3020001","한식","3010017","찌개/전골/스튜","60분","265Kcal","4인분","보통","어류/패류"," ","http://file.okdab.com/UserFiles/searching/recipe/160200.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=486
"485","새송이쌈장구이","쫄깃한 새송이를 개운한 쌈장에 재워 구워보세요~","3020001","한식","3010004","구이","30분","85Kcal","2인분","보통","버섯류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/159500.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=485
"484","해물볶음밥","빠른 요리가 필요할 땐 맛도 함께 챙겨주는 굴소스로 요리해보세요~","3020001","한식","3010001","밥","30분","362Kcal","2인분","보통","어류/패류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/159000.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=484
"483","오코노미야키","부슬부슬 비오는 날~ 가다랑이포 솔솔뿌린 따끈한 오코노미야키를 만들어보세요! 집에서도 훌륭한 맛내기! 한번 시작해 볼까요~?","3020003","일본","3010018","부침","30분","350Kcal","2인분","보통","어류/패류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/158800.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=483
"482","두부조림","바삭한 두부를 감칠맛나는 굴소스에 부드럽게 조렸어요~ 술안주로 밥반찬으로 인기 만점이에요!","3020001","한식","3010003","조림","30분","108Kcal","4인분","초보환영","콩류","3,000원","http://file.okdab.com/UserFiles/searching/recipe/158600.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=482
"481","돼지고기김치찌개","개운한 김치찌개~! 신김치와 청정원 국선생 육수만  있으면 감칠맛 나는 요리는 문제 없답니다.","3020001","한식","3010017","찌개/전골/스튜","30분","120Kcal","4인분","보통","채소류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/158100.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=481
"480","해물찌개","개운한 국물 한술 뜨면 피로가 싹 날아가는 시원한 해물찌개~ 쌀쌀한 날씨엔 시원한 국물이 최고랍니다!","3020001","한식","3010017","찌개/전골/스튜","30분","165Kcal","4인분","보통","해조류","20,000원","http://file.okdab.com/UserFiles/searching/recipe/158000.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=480
"479","고추잡채와꽃빵","매콤한 고추잡채에 쫄깃한 꽃빵을 곁들여 드셔보세요~","3020004","중국","3010016","만두/면류","30분","110Kcal","2인분","초보환영","채소류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/157300.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=479
"478","두부파프리카전","고소한 두부의 맛을 살려주는 포도씨유로 두부 파프리카전을 지져보세요. 느끼하지 않은 기름이 음식맛을 살려준답니다~","3020001","한식","3010018","부침","30분","96Kcal","2인분","초보환영","콩류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/157100.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=478
"477","참치죽","고소한 참치가 들어가 심심하지 않아요~","3020001","한식","3010001","밥","30분","296Kcal","2인분","초보환영","가공식품류","3,000원","http://file.okdab.com/UserFiles/searching/recipe/156100.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=477
"476","고추장닭강정","고추장으로 매콤 달콤하게 맛을 낸 닭강정을 만들어보세요..모두가 즐길 수 있는 요리랍니다.","3020009","퓨전","3010005","튀김/커틀릿","40분","385Kcal","2인분","보통","닭고기류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/155400.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=476
"475","된장채소수제비","된장은 음식의 간과 맛을 보태주는 역할과 함께 식물성 단백질로 구성되어 버릴 것 하나 없는 기특한 식품입니다.","3020001","한식","3010016","만두/면류","30분","350Kcal","2인분","초보환영","밀가루","2,000원","http://file.okdab.com/UserFiles/searching/recipe/154800.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=475
"474","치킨샐러드","느끼하지 않은 닭가슴살로 만든 샐러드랍니다. 달콤한 허니머스터드를 뿌려드세요!","3020002","서양","3010007","나물/생채/샐러드","30분","295Kcal","2인분","초보환영","닭고기류","3,000원","http://file.okdab.com/UserFiles/searching/recipe/154500.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=474
"473","무쌈말이","비트로 물을 들여 색깔이 아주 화려하답니다. 온갖 채소들을 돌돌 말아 특히 여성분들에게 좋아요","3020001","한식","3010007","나물/생채/샐러드","30분","110Kcal","2인분","초보환영","채소류","3,000원","http://file.okdab.com/UserFiles/searching/recipe/153400.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=473
"472","바베큐립","패밀리레스토랑의 맛을 재현하다~ 그 맛이 바로 바비큐립!","3020002","서양","3010004","구이","60분","241Kcal","2인분","보통","돼지고기류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/152300.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=472
"471","부추올리브오일무침","기름기가 없어 질겨지거나 퍽퍽할 수 있는 부추무침에 올리브오일을 첨가해 보세요. 윤기가 흐르는 부추무침을 보면 입맛이 돌아와요.","3020009","퓨전","3010007","나물/생채/샐러드","20분","43Kcal","2인분","초보환영","채소류","2,000원","http://file.okdab.com/UserFiles/searching/recipe/151500.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=471
"470","버섯잡채","당면 대신 버섯을 이용해 고소한 잡채를 만들어 보세요.","3020001","한식","3010022","볶음","30분","201Kcal","2인분","초보환영","버섯류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/151300.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=470
"469","가지김치","오늘은 아삭한 가지로 만든 김치! 과연 어떤 맛일까요?","3020001","한식","3010008","밑반찬/김치","30분","45Kcal","2인분","초보환영","채소류","3,000원","http://file.okdab.com/UserFiles/searching/recipe/150700.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=469
"468","상추미소국","냉장고에 먹다 남은 상추 있으신가요? 그럼 시원한 미소국에 한 번 넣어보세요~ 상추의 향과 미소된장의 향이 아주 잘 어울려요!","3020003","일본","3010002","국","20분","53Kcal","2인분","초보환영","채소류","2,000원","http://file.okdab.com/UserFiles/searching/recipe/150000.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=468
"467","크림소스파스타","남녀노소 좋아하는 크림파스타! 이젠 집에서도 즐겨보세요~","3020006","이탈리아","3010016","만두/면류","60분","350Kcal","2인분","보통","밀가루"," ","http://file.okdab.com/UserFiles/searching/recipe/149700.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=467
"466","녹두고물호박떡케이크","은은한 연두색 녹두고물이 덮인 호박떡케이크랍니다. 설탕은 조금만 첨가시키고 단호박의 자연적인 단맛을 즐겨보세요.","3020001","한식","3010013","떡/한과","70분","264Kcal","2인분","어려움","곡류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/148800.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=466
"465","토란닭고기찜","닭고기 살에 적당히 배인 간장소스가 너무나도 맛있는거 있죠. 담백한 토란과 함께 즐겨줘요.","3020001","한식","3010006","찜","30분","310Kcal","2인분","보통","닭고기류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/148400.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=465
"464","삼색나물월남쌈","삼색나물과 고기산적을 각종 채소들과 함께 부드러운 라이스 페이퍼에 싸드세요. 세가지 소스중에 무엇을 찍어먹을지 행복한 고민을 해볼까요.","3020009","퓨전","3010007","나물/생채/샐러드","30분","251Kcal","2인분","보통","채소류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/148200.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=464
"463","소꼬리찜","몸이 허하다고 생각이 들때는 소꼬리찜으로 원기회복해 보세요. 국물이 있어서 해장에도 아주 좋아요.","3020001","한식","3010006","찜","60분","457Kcal","2인분","초보환영","쇠고기류","20,000원","http://file.okdab.com/UserFiles/searching/recipe/148100.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=463
"462","왕새우구이와구운채소","각종 허브오일에 마리네이드한 왕새우를 오븐에 먹기좋게 구워 톡쏘는 와사비감자와 즐겨보세요.","3020002","서양","3010004","구이","40분","285Kcal","2인분","보통","어류/패류","20,000원","http://file.okdab.com/UserFiles/searching/recipe/147300.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=462
"461","전어회무침","입맛 없을 때는 새콤달콤한 전어회무침이 최고에요. 입안에 군침이 좌르르 돌아요.","3020001","한식","3010007","나물/생채/샐러드","30분","187Kcal","2인분","초보환영","어류/패류","20,000원","http://file.okdab.com/UserFiles/searching/recipe/147200.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=461
"460","대대로닭칼국수","닭육수로 만든 시원한 국물맛과 콩가루로 빚은 고소한 면발이 잘 어울리는 따끈따끈한 칼국수 대령이요!","3020001","한식","3010016","만두/면류","30분","235Kcal","2인분","초보환영","밀가루","10,000원","http://file.okdab.com/UserFiles/searching/recipe/145300.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=460
"459","서리태콩국수","여름 더위를 물리치는 단골손님, 시원한 콩국수! 쫄깃한 면발과 고소한 국물맛이 환상이죠.","3020001","한식","3010016","만두/면류","30분","489Kcal","2인분","초보환영","콩류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/145200.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=459
"458","모듬콩수프","단백질 덩어리 몸에 좋은 콩콩콩! 부드러운 수프로 즐겨보세요~","3020002","서양","3010001","밥","20분","260Kcal","2인분","초보환영","콩류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/144900.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=458
"457","우무콩냉국","우무는 저칼로리 식품일뿐만 아니라 섬유질이 풍부해 배변활동을 도와 주는 다이어트 식품입니다.","3020001","한식","3010002","국","20분","82Kcal","4인분","초보환영","콩류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/144600.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=457
"456","녹차콩국수","다시마와 가쓰오부시의 육수가 섞인 콩국에 쌉싸름한 맛의 녹차국수가 섞여 색다른 퓨전요리의 맛을 느껴보세요~","3020001","한식","3010016","만두/면류","30분","430Kcal","2인분","보통","콩류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/144500.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=456
"455","시금치나물","개운하게 나물을 무쳐보세요! 액젓으로 간해 맛이 깔끔하답니다!","3020001","한식","3010008","밑반찬/김치","20분","37Kcal","2인분","초보환영","채소류","2,000원","http://file.okdab.com/UserFiles/searching/recipe/143700.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=455
"454","죽순회와미나리강회","죽순의 아삭거림과 초고추장의 새콤달콤~ 미나리의 상큼한 맛이 입맛을 살려줘요!","3020001","한식","3010007","나물/생채/샐러드","20분","165Kcal","2인분","초보환영","채소류","5,000원","http://file.okdab.com/UserFiles/searching/recipe/142400.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=454
"453","전복죽","쫄깃한 전복살과 깊은 감칠맛이 입 안에 맴도는 보양식 죽 대령이오~","3020001","한식","3010001","밥","30분","275Kcal","2인분","초보환영","어류/패류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/141600.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=453
"452","새우죽","부드러운 죽 한그릇으로 아침을 거르지 마세요. 소화가 잘 되어서 환자식으로도 참 좋아요.","3020001","한식","3010001","밥","30분","278Kcal","2인분","초보환영","어류/패류","10,000원","http://file.okdab.com/UserFiles/searching/recipe/141500.jpg",http://www.okdab.com/consumer/recipe/recipeView.do?recipeSn=452
